iter	Passed	Remaining
1668	26874	12736
1669	26890	12720
1670	26906	12704
1671	26923	12688
1672	26940	12672
1673	26956	12657
1674	26972	12640
1675	26989	12625
1676	27005	12609
1677	27021	12592
1678	27037	12576
1679	27053	12560
1680	27069	12544
1681	27085	12528
1682	27102	12512
1683	27117	12496
1684	27134	12480
1685	27150	12464
1686	27166	12448
1687	27182	12431
1688	27198	12415
1689	27214	12399
1690	27231	12383
1691	27247	12367
1692	27263	12351
1693	27279	12335
1694	27295	12319
1695	27311	12303
1696	27328	12287
1697	27344	12271
1698	27360	12255
1699	27376	12239
1700	27393	12223
1701	27409	12207
1702	27425	12190
1703	27441	12174
1704	27457	12158
1705	27472	12142
1706	27489	12126
1707	27505	12110
1708	27521	12093
1709	27537	12077
1710	27553	12061
1711	27569	12045
1712	27585	12029
1713	27601	12013
1714	27618	11997
1715	27634	11981
1716	27650	11965
1717	27666	11948
1718	27682	11932
1719	27700	11917
1720	27715	11901
1721	27732	11885
1722	27749	11869
1723	27766	11853
1724	27782	11837
1725	27798	11821
1726	27814	11805
1727	27830	11789
1728	27846	11773
1729	27862	11756
1730	27878	11740
1731	27894	11724
1732	27910	11708
1733	27927	11692
1734	27944	11677
1735	27960	11660
1736	27977	11645
1737	27993	11629
1738	28009	11613
1739	28027	11597
1740	28043	11581
1741	28059	11565
1742	28076	11549
1743	28093	11533
1744	28109	11517
1745	28126	11501
1746	28143	11486
1747	28159	11470
1748	28175	11453
1749	28191	11437
1750	28207	11421
1751	28224	11405
1752	28239	11389
1753	28256	11373
1754	28272	11357
1755	28289	11341
1756	28305	11325
1757	28321	11309
1758	28338	11293
1759	28353	11277
1760	28369	11260
1761	28385	11244
1762	28401	11228
1763	28417	11212
1764	28433	11196
1765	28448	11179
1766	28465	11163
1767	28481	11147
1768	28497	11131
1769	28514	11115
1770	28531	11099
1771	28547	11083
1772	28562	11067
1773	28579	11051
1774	28595	11035
1775	28611	11019
1776	28627	11003
1777	28642	10986
1778	28658	10970
1779	28675	10954
1780	28690	10938
1781	28706	10922
1782	28723	10906
1783	28739	10889
1784	28754	10873
1785	28771	10857
1786	28787	10841
1787	28803	10825
1788	28819	10809
1789	28835	10793
1790	28851	10777
1791	28867	10760
1792	28884	10745
1793	28900	10729
1794	28917	10713
1795	28932	10696
1796	28948	10680
1797	28964	10664
1798	28981	10648
1799	28997	10632
1800	29013	10616
1801	29030	10600
1802	29046	10584
1803	29062	10568
1804	29077	10551
1805	29093	10535
1806	29109	10519
1807	29125	10503
1808	29140	10486
1809	29157	10470
1810	29173	10454
1811	29190	10438
1812	29206	10422
1813	29222	10406
1814	29238	10390
1815	29255	10374
1816	29271	10358
1817	29287	10342
1818	29304	10326
1819	29320	10310
1820	29336	10294
1821	29351	10277
1822	29367	10261
1823	29383	10245
1824	29399	10229
1825	29416	10213
1826	29432	10197
1827	29449	10181
1828	29466	10165
1829	29483	10149
1830	29498	10133
1831	29515	10117
1832	29531	10101
1833	29547	10085
1834	29563	10069
1835	29580	10053
1836	29595	10037
1837	29611	10020
1838	29627	10004
1839	29643	9988
1840	29660	9972
1841	29676	9956
1842	29692	9940
1843	29708	9924
1844	29725	9908
1845	29741	9892
1846	29757	9876
1847	29773	9859
1848	29788	9843
1849	29805	9827
1850	29822	9811
1851	29838	9795
1852	29853	9779
1853	29870	9763
1854	29888	9747
1855	29905	9732
1856	29921	9715
1857	29937	9699
1858	29953	9683
1859	29970	9667
1860	29986	9651
1861	30002	9635
1862	30019	9619
1863	30035	9603
1864	30051	9587
1865	30067	9571
1866	30083	9555
1867	30099	9538
1868	30114	9522
1869	30130	9506
1870	30147	9490
1871	30163	9474
1872	30178	9457
1873	30194	9441
1874	30210	9425
1875	30225	9409
1876	30241	9393
1877	30258	9377
1878	30275	9361
1879	30291	9345
1880	30308	9329
1881	30323	9313
1882	30340	9297
1883	30355	9280
1884	30371	9264
1885	30387	9248
1886	30403	9232
1887	30419	9216
1888	30436	9200
1889	30453	9184
1890	30469	9168
1891	30485	9152
1892	30501	9135
1893	30516	9119
1894	30532	9103
1895	30549	9087
1896	30565	9071
1897	30581	9055
1898	30597	9038
1899	30613	9022
1900	30629	9006
1901	30645	8990
1902	30660	8974
1903	30676	8958
1904	30693	8942
1905	30710	8926
1906	30725	8910
1907	30742	8893
1908	30758	8877
1909	30773	8861
1910	30789	8845
1911	30806	8829
1912	30822	8813
1913	30838	8797
1914	30855	8781
1915	30872	8765
1916	30889	8749
1917	30905	8733
1918	30921	8717
1919	30937	8701
1920	30952	8684
1921	30968	8668
1922	30985	8652
1923	31002	8636
1924	31017	8620
1925	31033	8604
1926	31050	8588
1927	31066	8572
1928	31082	8556
1929	31098	8540
1930	31114	8523
1931	31130	8507
1932	31145	8491
1933	31161	8475
1934	31178	8459
1935	31195	8443
1936	31211	8427
1937	31227	8411
1938	31243	8395
1939	31260	8379
1940	31277	8363
1941	31292	8346
1942	31308	8330
1943	31324	8314
1944	31339	8298
1945	31355	8282
1946	31372	8265
1947	31388	8249
1948	31403	8233
1949	31419	8217
1950	31435	8201
1951	31450	8184
1952	31466	8168
1953	31483	8152
1954	31500	8136
1955	31516	8120
1956	31532	8104
1957	31547	8088
1958	31564	8072
1959	31581	8056
1960	31596	8040
1961	31613	8024
1962	31629	8008
1963	31645	7991
1964	31661	7975
1965	31678	7959
1966	31694	7943
1967	31709	7927
1968	31726	7911
1969	31741	7895
1970	31757	7878
1971	31773	7862
1972	31789	7846
1973	31805	7830
1974	31821	7814
1975	31837	7798
1976	31853	7782
1977	31870	7766
1978	31887	7750
1979	31903	7734
1980	31918	7717
1981	31934	7701
1982	31951	7685
1983	31967	7669
1984	31984	7653
1985	32000	7637
1986	32017	7621
1987	32034	7605
1988	32049	7589
1989	32066	7573
1990	32083	7557
1991	32099	7541
1992	32120	7526
1993	32136	7510
1994	32151	7494
1995	32167	7477
1996	32184	7461
1997	32196	7444
1998	32212	7428
1999	32228	7412
2000	32244	7396
2001	32261	7380
2002	32278	7364
2003	32293	7348
2004	32310	7332
2005	32325	7315
2006	32341	7299
2007	32357	7283
2008	32374	7267
2009	32389	7251
2010	32406	7235
2011	32422	7219
2012	32438	7203
2013	32455	7187
2014	32471	7171
2015	32487	7154
2016	32503	7138
2017	32519	7122
2018	32535	7106
2019	32550	7090
2020	32566	7074
2021	32582	7057
2022	32598	7041
2023	32614	7025
2024	32630	7009
2025	32647	6993
2026	32663	6977
2027	32679	6961
2028	32695	6945
2029	32711	6929
2030	32727	6912
2031	32743	6896
2032	32759	6880
2033	32775	6864
2034	32791	6848
2035	32807	6832
2036	32823	6816
2037	32839	6800
2038	32856	6784
2039	32873	6768
2040	32890	6752
2041	32906	6735
2042	32922	6719
2043	32938	6703
2044	32955	6687
2045	32972	6671
2046	32988	6655
2047	33004	6639
2048	33019	6623
2049	33037	6607
2050	33054	6591
2051	33070	6575
2052	33086	6559
2053	33102	6543
2054	33119	6527
2055	33134	6510
2056	33150	6494
2057	33167	6478
2058	33183	6462
2059	33200	6446
2060	33215	6430
2061	33231	6414
2062	33247	6398
2063	33264	6382
2064	33280	6366
2065	33297	6349
2066	33313	6333
2067	33329	6317
2068	33345	6301
2069	33361	6285
2070	33378	6269
2071	33394	6253
2072	33411	6237
2073	33427	6221
2074	33444	6205
2075	33460	6189
2076	33477	6173
2077	33494	6157
2078	33510	6141
2079	33526	6125
2080	33542	6108
2081	33559	6092
2082	33575	6076
2083	33591	6060
2084	33608	6044
2085	33624	6028
2086	33641	6012
2087	33657	5996
2088	33673	5980
2089	33688	5964
2090	33704	5947
2091	33720	5931
2092	33737	5915
2093	33753	5899
2094	33768	5883
2095	33785	5867
2096	33800	5851
2097	33817	5834
2098	33834	5819
2099	33852	5803
2100	33869	5787
2101	33885	5771
2102	33900	5754
2103	33916	5738
2104	33933	5722
2105	33950	5706
2106	33967	5690
2107	33983	5674
2108	34000	5658
2109	34015	5642
2110	34031	5626
2111	34048	5610
2112	34064	5594
2113	34080	5577
2114	34096	5561
2115	34112	5545
2116	34129	5529
2117	34145	5513
2118	34161	5497
2119	34178	5481
2120	34194	5465
2121	34211	5449
2122	34227	5433
2123	34244	5417
2124	34260	5401
2125	34277	5385
2126	34293	5368
2127	34309	5352
2128	34325	5336
2129	34341	5320
2130	34357	5304
2131	34373	5288
2132	34389	5272
2133	34407	5256
2134	34422	5239
2135	34439	5223
2136	34454	5207
2137	34471	5191
2138	34488	5175
2139	34505	5159
2140	34521	5143
2141	34537	5127
2142	34553	5111
2143	34570	5095
2144	34586	5079
2145	34601	5062
2146	34617	5046
2147	34634	5030
2148	34650	5014
2149	34667	4998
2150	34683	4982
2151	34700	4966
2152	34716	4950
2153	34732	4934
2154	34748	4918
2155	34764	4901
2156	34781	4885
2157	34797	4869
2158	34814	4853
2159	34832	4837
2160	34848	4821
2161	34865	4805
2162	34881	4789
2163	34898	4773
2164	34914	4757
2165	34930	4741
2166	34947	4725
2167	34964	4709
2168	34981	4693
2169	34998	4677
2170	35015	4661
2171	35031	4645
2172	35047	4628
2173	35063	4612
2174	35079	4596
2175	35096	4580
2176	35113	4564
2177	35130	4548
2178	35146	4532
2179	35162	4516
2180	35179	4500
2181	35195	4484
2182	35212	4468
2183	35228	4452
2184	35245	4435
2185	35260	4419
2186	35277	4403
2187	35293	4387
2188	35309	4371
2189	35325	4355
2190	35341	4339
2191	35358	4323
2192	35374	4306
2193	35391	4290
2194	35408	4274
2195	35425	4258
2196	35442	4242
2197	35458	4226
2198	35474	4210
2199	35490	4194
2200	35506	4178
2201	35523	4162
2202	35539	4145
2203	35556	4129
2204	35573	4113
2205	35586	4097
2206	35602	4081
2207	35618	4065
2208	35634	4049
2209	35650	4032
2210	35667	4016
2211	35683	4000
2212	35699	3984
2213	35716	3968
2214	35732	3952
2215	35750	3936
2216	35766	3920
2217	35783	3904
2218	35800	3888
2219	35817	3872
2220	35834	3856
2221	35849	3839
2222	35871	3824
2223	35887	3808
2224	35904	3792
2225	35921	3776
2226	35938	3760
2227	35955	3743
2228	35970	3727
2229	35986	3711
2230	36003	3695
2231	36020	3679
2232	36036	3663
2233	36053	3647
2234	36070	3631
2235	36085	3615
2236	36102	3598
2237	36119	3582
2238	36135	3566
2239	36151	3550
2240	36168	3534
2241	36184	3518
2242	36200	3502
2243	36216	3486
2244	36232	3469
2245	36248	3453
2246	36264	3437
2247	36280	3421
2248	36296	3405
2249	36313	3389
2250	36329	3373
2251	36346	3357
2252	36362	3340
2253	36384	3325
2254	36402	3309
2255	36417	3293
2256	36433	3276
2257	36449	3260
2258	36465	3244
2259	36481	3228
2260	36497	3212
2261	36514	3196
2262	36531	3180
2263	36547	3163
2264	36563	3147
2265	36580	3131
2266	36596	3115
2267	36612	3099
2268	36629	3083
2269	36645	3067
2270	36661	3051
2271	36677	3034
2272	36694	3018
2273	36710	3002
2274	36726	2986
2275	36742	2970
2276	36758	2954
2277	36774	2938
2278	36792	2922
2279	36808	2905
2280	36826	2889
2281	36842	2873
2282	36858	2857
2283	36875	2841
2284	36890	2825
2285	36907	2809
2286	36924	2793
2287	36941	2777
2288	36957	2760
2289	36973	2744
2290	36990	2728
2291	37006	2712
2292	37022	2696
2293	37038	2680
2294	37054	2664
2295	37070	2647
2296	37086	2631
2297	37102	2615
2298	37119	2599
2299	37135	2583
2300	37150	2567
2301	37167	2551
2302	37184	2534
2303	37200	2518
2304	37217	2502
2305	37232	2486
2306	37248	2470
2307	37264	2454
2308	37280	2438
2309	37297	2421
2310	37312	2405
2311	37329	2389
2312	37346	2373
2313	37362	2357
2314	37378	2341
2315	37395	2325
2316	37411	2308
2317	37427	2292
2318	37443	2276
2319	37459	2260
2320	37475	2244
2321	37488	2227
2322	37503	2211
2323	37519	2195
2324	37535	2179
2325	37552	2163
2326	37568	2147
2327	37583	2131
2328	37599	2114
2329	37615	2098
2330	37631	2082
2331	37647	2066
2332	37664	2050
2333	37680	2034
2334	37696	2018
2335	37714	2001
2336	37730	1985
2337	37746	1969
2338	37763	1953
2339	37780	1937
2340	37797	1921
2341	37814	1905
2342	37831	1889
2343	37847	1873
2344	37864	1856
2345	37879	1840
2346	37895	1824
2347	37912	1808
2348	37928	1792
2349	37944	1776
2350	37961	1760
2351	37978	1743
2352	37994	1727
2353	38010	1711
2354	38026	1695
2355	38042	1679
2356	38057	1663
2357	38073	1646
2358	38089	1630
2359	38106	1614
2360	38122	1598
2361	38137	1582
2362	38154	1566
2363	38170	1550
2364	38186	1533
2365	38202	1517
2366	38219	1501
2367	38236	1485
2368	38251	1469
2369	38268	1453
2370	38284	1437
2371	38301	1420
2372	38317	1404
2373	38333	1388
2374	38349	1372
2375	38365	1356
2376	38382	1340
2377	38398	1324
2378	38414	1307
2379	38431	1291
2380	38446	1275
2381	38462	1259
2382	38479	1243
2383	38495	1227
2384	38512	1211
2385	38528	1194
2386	38545	1178
2387	38561	1162
2388	38577	1146
2389	38593	1130
2390	38609	1114
2391	38625	1098
2392	38640	1081
2393	38656	1065
2394	38673	1049
2395	38689	1033
2396	38705	1017
2397	38722	1001
2398	38737	984
2399	38755	968
2400	38772	952
2401	38788	936
2402	38803	920
2403	38819	904
2404	38835	888
2405	38850	871
2406	38867	855
2407	38884	839
2408	38901	823
2409	38918	807
2410	38934	791
2411	38951	775
2412	38968	759
2413	38984	742
2414	39002	726
2415	39017	710
2416	39033	694
2417	39049	678
2418	39065	662
2419	39081	645
2420	39097	629
2421	39114	613
2422	39130	597
2423	39147	581
2424	39164	565
2425	39179	549
2426	39195	532
2427	39211	516
2428	39228	500
2429	39245	484
2430	39262	468
2431	39278	452
2432	39295	436
2433	39311	419
2434	39327	403
2435	39344	387
2436	39360	371
2437	39374	355
2438	39390	339
2439	39406	323
2440	39421	306
2441	39437	290
2442	39454	274
2443	39469	258
2444	39485	242
2445	39502	226
2446	39518	209
2447	39534	193
2448	39551	177
2449	39564	161
2450	39581	145
2451	39597	129
2452	39612	113
2453	39628	96
2454	39645	80
2455	39663	64
2456	39680	48
2457	39697	32
2458	39713	16
2459	39729	0
